 frequency       HctmagdB        Hsc1magdB       Hsc2magdB       Hsc3magdB       Hsc4magdB       Hsc5magdB      
 1.95195219e+05 -4.58094975e+01 -2.57440406e+01 -2.97674476e+01 -2.73250454e+01 -1.95349079e+01 -1.49636384e+01 
 1.95395418e+05 -4.58184013e+01 -2.57368663e+01 -2.97734157e+01 -2.72930139e+01 -1.93794421e+01 -1.46558330e+01 
 1.95595618e+05 -4.58272959e+01 -2.57296963e+01 -2.97793391e+01 -2.72607936e+01 -1.92210489e+01 -1.43368733e+01 
 1.95795817e+05 -4.58361815e+01 -2.57225305e+01 -2.97852179e+01 -2.72283838e+01 -1.90596254e+01 -1.40059792e+01 
 1.95996016e+05 -4.58450579e+01 -2.57153689e+01 -2.97910526e+01 -2.71957837e+01 -1.88950630e+01 -1.36622899e+01 
 1.96196215e+05 -4.58539253e+01 -2.57082115e+01 -2.97968432e+01 -2.71629926e+01 -1.87272470e+01 -1.33048534e+01 
 1.96396414e+05 -4.58627837e+01 -2.57010584e+01 -2.98025902e+01 -2.71300097e+01 -1.85560563e+01 -1.29326144e+01 
 1.96596614e+05 -4.58716330e+01 -2.56939094e+01 -2.98082936e+01 -2.70968341e+01 -1.83813627e+01 -1.25444005e+01 
 1.96796813e+05 -4.58804733e+01 -2.56867647e+01 -2.98139539e+01 -2.70634650e+01 -1.82030304e+01 -1.21389071e+01 
 1.96997012e+05 -4.58893047e+01 -2.56796243e+01 -2.98195711e+01 -2.70299017e+01 -1.80209154e+01 -1.17146803e+01 
 1.97197211e+05 -4.58981271e+01 -2.56724880e+01 -2.98251456e+01 -2.69961431e+01 -1.78348651e+01 -1.12700978e+01 
 1.97397410e+05 -4.59069405e+01 -2.56653560e+01 -2.98306775e+01 -2.69621886e+01 -1.76447171e+01 -1.08033497e+01 
 1.97597610e+05 -4.59157450e+01 -2.56582281e+01 -2.98361673e+01 -2.69280372e+01 -1.74502990e+01 -1.03124191e+01 
 1.97797809e+05 -4.59245405e+01 -2.56511045e+01 -2.98416149e+01 -2.68936879e+01 -1.72514269e+01 -9.79506637e+00 
 1.97998008e+05 -4.59333272e+01 -2.56439852e+01 -2.98470208e+01 -2.68591400e+01 -1.70479050e+01 -9.24882014e+00 
 1.98198207e+05 -4.59421050e+01 -2.56368700e+01 -2.98523851e+01 -2.68243924e+01 -1.68395242e+01 -8.67098680e+00 
 1.98398406e+05 -4.59508739e+01 -2.56297591e+01 -2.98577081e+01 -2.67894442e+01 -1.66260611e+01 -8.05869259e+00 
 1.98598606e+05 -4.59596340e+01 -2.56226524e+01 -2.98629899e+01 -2.67542944e+01 -1.64072764e+01 -7.40898925e+00 
 1.98798805e+05 -4.59683853e+01 -2.56155499e+01 -2.98682309e+01 -2.67189422e+01 -1.61829141e+01 -6.71907625e+00 
 1.98999004e+05 -4.59771277e+01 -2.56084516e+01 -2.98734313e+01 -2.66833864e+01 -1.59526990e+01 -5.98673487e+00 
 1.99199203e+05 -4.59858614e+01 -2.56013575e+01 -2.98785912e+01 -2.66476261e+01 -1.57163357e+01 -5.21114149e+00 
 1.99399402e+05 -4.59945863e+01 -2.55942677e+01 -2.98837109e+01 -2.66116602e+01 -1.54735061e+01 -4.39434513e+00 
 1.99599602e+05 -4.60033024e+01 -2.55871821e+01 -2.98887907e+01 -2.65754878e+01 -1.52238673e+01 -3.54385967e+00 
 1.99799801e+05 -4.60120098e+01 -2.55801007e+01 -2.98938307e+01 -2.65391077e+01 -1.49670493e+01 -2.67696133e+00 
 2.00000000e+05 -4.60207085e+01 -2.55730235e+01 -2.98988312e+01 -2.65025188e+01 -1.47026518e+01 -1.82706340e+00 
